id,name,now_cost,position,team,starts,penalties_missed,own_goals,ep_next,influence,news,total_points,creativity_rank_type,expected_goals_conceded_per_90,influence_rank_type,goals_conceded_per_90,bonus,penalties_order,expected_goal_involvements,selected_rank_type,news_added,ict_index,value_season,expected_goals_per_90,transfers_out_event,web_name,form_rank_type,expected_assists_per_90,form,expected_assists,clean_sheets_per_90,clean_sheets,threat_rank,goals_scored,penalties_saved,minutes,threat,goals_conceded,red_cards,can_select,now_cost_rank_type,event_points,ep_this,chance_of_playing_this_round,in_dreamteam,transfers_in_event,chance_of_playing_next_round,value_form,cost_change_start,status,points_per_game_rank,cost_change_event,cost_change_start_fall,yellow_cards,transfers_in,corners_and_indirect_freekicks_order,selected_rank,ict_index_rank_type,direct_freekicks_order,influence_rank,now_cost_rank,expected_goal_involvements_per_90,creativity,points_per_game_rank_type,expected_goals,transfers_out,form_rank,region,bps,dreamteam_count,saves,saves_per_90,selected_by_percent,expected_goals_conceded,creativity_rank,cost_change_event_fall,points_per_game,assists,starts_per_90,threat_rank_type,ict_index_rank
345,Kevin De Bruyne,95,MID,Man City,7,0,0,5.6,184.0,,42,16,1.06,65,1.15,5,4.0,5.35,23,2024-09-18T23:00:07.299083Z,75.2,4.4,0.3,12052,De Bruyne,21,0.47,4.6,3.24,0.43,3,87,2,0,624,176.0,8,0,True,5,6,5.6,100.0,False,4382,100.0,0.5,0,a,41,0,0,2,936461,1.0,74,35,1.0,174,6,0.77,393.7,16,2.11,1364800,41,21.0,189,2,0,0.0,5.0,7.35,19,0,4.2,3,1.01,54,56
346,Jérémy Doku,62,MID,Man City,7,0,0,4.6,199.4,,40,65,1.01,55,1.03,2,,2.11,44,2024-11-13T14:30:08.065449Z,62.3,6.5,0.1,5178,Doku,34,0.21,3.6,1.40,0.44,3,61,2,0,612,215.0,7,0,True,44,3,4.6,100.0,False,1966,100.0,0.6,-3,a,89,0,3,0,409667,,153,54,,151,67,0.31,207.4,39,0.71,617449,70,21.0,184,0,0,0.0,1.7,6.85,83,0,3.3,2,1.03,37,88
347,Ederson Santana de Moraes,54,GKP,Man City,13,0,0,1.4,276.6,,34,8,1.37,14,1.46,2,,0.01,11,,28.6,6.3,0.0,8241,Ederson M.,26,0.0,0.4,0.01,0.15,2,685,0,0,1170,0.0,19,0,True,3,1,1.4,,False,1286,,0.1,-1,a,168,0,1,3,559304,,65,14,,85,128,0.0,10.0,27,0.00,773233,349,30.0,128,0,29,2.23,6.3,17.82,375,0,2.6,1,1.0,71,238
348,Phil Foden,91,MID,Man City,7,0,0,2.0,81.8,,21,27,1.96,137,1.63,0,,4.61,28,2024-12-05T00:30:08.366700Z,56.1,2.3,0.19,2895,Foden,142,0.39,1.0,3.08,0.13,1,106,0,0,718,146.0,13,0,True,6,2,2.0,100.0,False,929,100.0,0.1,-4,a,272,0,4,1,697956,3.0,92,60,,295,7,0.58,331.7,126,1.53,2070458,271,241.0,123,0,0,0.0,3.9,15.65,33,0,1.9,1,0.88,69,102
349,Jack Grealish,64,MID,Man City,5,0,0,2.4,103.6,,22,38,1.62,120,1.32,3,,1.86,114,2024-10-24T16:00:07.517717Z,52.2,3.4,0.12,499,Grealish,116,0.23,1.4,1.22,0.19,1,98,0,0,476,161.0,7,0,True,27,1,2.4,100.0,False,215,100.0,0.2,-1,a,283,0,1,2,39565,,344,69,,270,48,0.35,257.3,132,0.64,46082,229,241.0,121,0,0,0.0,0.2,8.57,49,0,1.8,1,0.95,63,118
350,Joško Gvardiol,61,DEF,Man City,14,0,0,3.8,424.6,,64,8,1.33,4,1.38,7,,3.54,4,2024-10-31T02:30:07.426838Z,97.3,10.5,0.12,34423,Gvardiol,25,0.13,2.8,1.85,0.21,3,55,4,0,1302,246.0,20,0,True,6,7,3.8,100.0,True,20439,100.0,0.5,1,a,37,0,-1,0,2426951,,14,1,,15,77,0.25,300.7,5,1.69,3204648,106,97.0,249,2,0,0.0,23.8,19.19,41,0,4.3,0,0.97,1,23
351,Erling Haaland,149,FWD,Man City,16,0,0,4.6,533.4,,100,12,1.47,1,1.44,15,1.0,13.86,1,2024-09-13T15:00:06.985607Z,160.4,6.7,0.81,130169,Haaland,14,0.05,3.6,0.87,0.19,3,1,13,0,1439,915.0,23,0,True,1,2,4.6,100.0,True,3580,100.0,0.2,-1,a,5,0,1,2,2835357,,4,1,3.0,5,1,0.86,153.0,1,12.99,4436915,75,161.0,445,3,0,0.0,38.6,23.55,127,0,6.2,1,1.0,1,4
352,Julián Álvarez,70,FWD,Man City,0,0,0,0.0,0.0,Transferred to Atletico Madrid,0,75,0.0,75,0.0,0,,0.00,63,2024-08-13T07:07:51.627006Z,0.0,0.0,0.0,27,J.Alvarez,75,0.0,0.0,0.00,0.0,0,699,0,0,0,0.0,0,0,False,12,0,0.0,0.0,False,0,0.0,0.0,0,u,699,0,0,0,0,,449,75,,699,27,0.0,0.0,75,0.00,29084,698,,0,0,0,0.0,0.1,0.00,699,0,0.0,0,0.0,75,699
353,João Cavaco Cancelo,53,DEF,Man City,0,0,0,0.0,0.0,Permanent transfer to Saudi club Al-Hilal,0,234,0.0,234,0.0,0,,0.00,127,2024-08-29T11:05:25.670531Z,0.0,0.0,0.0,37,João Cancelo,231,0.0,0.0,0.00,0.0,0,683,0,0,0,0.0,0,0,False,15,0,0.0,0.0,False,0,0.0,0.0,-2,u,688,0,2,0,4654,,351,234,,688,146,0.0,0.0,234,0.00,77340,677,,0,0,0,0.0,0.2,0.00,686,0,0.0,0,0.0,234,688
354,Mateo Kovačić,54,MID,Man City,10,0,0,1.2,251.0,,46,40,1.51,36,1.5,8,,2.47,55,2024-11-22T17:30:09.194248Z,61.3,8.5,0.1,1902,Kovačić,184,0.15,0.2,1.50,0.2,2,145,3,0,900,106.0,15,0,True,76,1,1.2,100.0,False,649,100.0,0.0,-1,a,62,0,1,3,676348,,189,55,,105,125,0.25,256.3,27,0.98,681121,388,97.0,229,2,0,0.0,1.3,15.06,51,0,3.8,1,1.0,95,90
355,Rico Lewis,46,DEF,Man City,12,0,0,2.2,177.0,,36,32,1.47,72,1.41,1,,1.59,17,2024-12-07T21:30:08.281236Z,41.2,7.8,0.09,23222,Lewis,71,0.05,1.2,0.60,0.18,2,148,1,0,1022,105.0,16,1,True,53,0,0.0,0.0,False,4434,100.0,0.3,1,a,163,0,-1,2,2343822,,52,49,,187,353,0.14,129.8,46,0.99,1713295,237,241.0,131,0,0,0.0,7.6,16.64,153,0,2.6,2,1.06,22,171
356,Matheus Luiz Nunes,49,MID,Man City,6,0,0,3.0,133.0,,28,61,1.77,101,1.54,2,,1.90,131,2024-11-11T16:00:06.757704Z,43.0,5.7,0.03,1015,Matheus N.,79,0.3,2.0,1.73,0.17,1,178,0,0,527,83.0,9,0,True,181,2,3.0,100.0,False,356,100.0,0.4,-1,a,206,0,1,1,70051,,376,91,,234,274,0.33,212.9,88,0.17,59275,163,173.0,125,0,0,0.0,0.2,10.34,77,0,2.3,3,1.02,108,159
357,James McAtee,46,MID,Man City,0,0,0,1.2,0.2,,2,218,0.0,223,0.0,0,,0.02,212,,0.3,0.4,0.0,95,McAtee,180,0.9,0.2,0.02,0.0,0,397,0,0,2,2.0,0,0,True,225,0,1.2,,False,62,,0.0,-4,a,417,0,4,0,4433,,532,224,,470,350,0.9,1.0,195,0.00,9789,380,241.0,6,0,0,0.0,0.0,0.00,425,0,1.0,0,0.0,210,468
358,Stefan Ortega Moreno,52,GKP,Man City,3,0,0,3.0,75.4,,10,70,1.91,29,1.33,0,,0.00,38,,7.5,1.9,0.0,1111,Ortega Moreno,14,0.0,2.0,0.00,0.33,1,681,0,0,270,0.0,4,0,True,4,0,3.0,,False,237,,0.4,-3,a,87,0,3,0,15345,,249,29,,304,156,0.0,0.0,14,0.00,51867,168,80.0,48,0,9,3.0,0.6,5.73,685,0,3.3,0,1.0,68,364
360,Rodrigo 'Rodri' Hernandez,63,MID,Man City,1,0,0,0.0,10.8,Knee injury - Expected back 01 Jun,2,192,0.06,200,0.0,0,,0.09,66,2024-09-22T22:00:05.633631Z,2.8,0.3,0.0,326,Rodrigo,314,0.12,0.0,0.09,0.0,0,695,0,0,65,0.0,0,0,True,31,0,0.0,0.0,False,47,0.0,0.0,-2,i,444,0,2,0,39072,,219,202,,423,53,0.12,17.1,217,0.00,414631,692,200.0,18,0,0,0.0,0.8,0.04,340,0,1.0,0,1.38,315,417
361,Rúben Gato Alves Dias,54,DEF,Man City,12,0,1,2.8,231.0,,28,36,1.31,50,1.16,1,,1.86,43,2024-11-01T17:00:08.011314Z,42.9,5.2,0.09,4188,Rúben,55,0.06,1.8,0.74,0.25,3,191,0,0,1086,76.0,14,0,True,13,1,2.8,100.0,False,3423,100.0,0.3,-1,a,224,0,1,3,329872,,106,44,,128,130,0.15,120.6,68,1.12,493945,187,173.0,144,0,0,0.0,3.0,15.79,163,0,2.2,0,0.99,43,160
362,John Stones,53,DEF,Man City,3,0,0,1.0,97.6,,20,107,1.0,102,1.59,1,,0.72,74,2024-12-03T13:00:08.353446Z,18.7,3.8,0.19,2424,Stones,230,0.04,0.0,0.12,0.0,0,205,2,0,283,70.0,5,0,True,14,0,0.2,25.0,False,147,100.0,0.0,-2,a,138,0,2,1,185398,,183,96,,282,145,0.23,21.0,38,0.60,315031,676,241.0,56,1,0,0.0,1.3,3.13,329,0,2.9,0,0.95,53,295
363,Kyle Walker,52,DEF,Man City,9,0,0,1.6,148.8,,11,26,1.84,83,1.96,0,,1.44,39,2024-10-20T21:30:07.137600Z,32.2,2.1,0.01,4187,Walker,97,0.14,0.6,1.32,0.0,0,282,0,0,872,29.0,19,0,True,18,0,1.6,100.0,False,1957,100.0,0.1,-3,a,450,0,3,2,168169,,100,67,,212,154,0.15,143.9,149,0.12,795457,318,241.0,65,0,0,0.0,3.5,17.84,130,0,0.9,0,0.93,87,217
571,Sávio 'Savinho' Moreira de Oliveira,64,MID,Man City,9,0,0,2.4,145.4,,36,28,1.14,89,1.52,6,,5.07,65,2024-10-31T02:30:07.756984Z,73.2,5.6,0.26,2769,Sávio,117,0.38,1.4,2.98,0.25,2,52,0,0,711,256.0,12,0,True,28,1,2.4,100.0,False,295,100.0,0.2,-1,a,153,-1,1,2,487379,6.0,218,36,4.0,218,49,0.64,330.0,66,2.09,486403,230,30.0,154,0,0,0.0,0.9,9.01,34,1,2.8,3,1.14,33,57
607,Nico O'Reilly,49,MID,Man City,0,0,0,1.0,0.0,,0,300,0.0,300,0.0,0,,0.00,264,2024-11-13T15:30:08.718593Z,0.0,0.0,0.0,29,O’Reilly,285,0.0,0.0,0.00,0.0,0,659,0,0,0,0.0,0,0,True,182,0,1.0,100.0,False,15,100.0,0.0,-1,a,670,0,1,0,1092,,614,300,,669,275,0.0,0.0,300,0.00,1653,646,241.0,0,0,0,0.0,0.0,0.00,664,0,0.0,0,0.0,298,669
625,Ilkay Gündogan,65,MID,Man City,12,0,0,2.8,143.4,,30,22,1.66,90,1.47,0,,3.16,83,,64.1,4.6,0.13,1196,Gündogan,98,0.14,1.8,1.62,0.17,2,119,0,0,1038,135.0,17,0,True,23,2,2.8,,False,462,,0.3,0,a,256,0,0,1,132805,2.0,267,52,2.0,220,43,0.27,363.8,117,1.55,114044,193,80.0,182,0,0,0.0,0.5,19.16,26,0,2.0,1,1.04,78,85
626,Issa Kaboré,45,DEF,Man City,0,0,0,0.0,0.0,Loaned to Benfica,0,231,0.0,231,0.0,0,,0.00,225,2024-09-05T10:37:05.659734Z,0.0,0.0,0.0,0,Kaboré,222,0.0,0.0,0.00,0.0,0,584,0,0,0,0.0,0,0,False,79,0,0.0,0.0,False,0,0.0,0.0,0,u,613,0,0,0,491,,661,231,,606,407,0.0,0.0,231,0.00,738,561,,0,0,0,0.0,0.0,0.00,602,0,0.0,0,0.0,226,608
671,Jacob Wright,45,MID,Man City,0,0,0,1.0,0.0,,0,268,0.0,264,0.0,0,,0.00,282,,0.0,0.0,0.0,36,Wright,234,0.0,0.0,0.00,0.0,0,601,0,0,0,0.0,0,0,True,266,0,1.0,,False,48,,0.0,0,a,628,0,0,0,1174,,641,266,,621,435,0.0,0.0,268,0.00,607,579,241.0,0,0,0,0.0,0.0,0.00,618,0,0.0,0,0.0,261,623
672,Jahmai Simpson-Pusey,40,DEF,Man City,1,0,0,1.0,18.2,,0,146,2.29,142,2.0,0,,0.01,201,2024-11-13T15:30:08.805382Z,2.0,0.0,0.0,108,Simpson-Pusey,176,0.01,0.0,0.01,0.0,0,482,0,0,90,0.0,2,0,True,206,0,1.0,100.0,False,93,100.0,0.0,0,a,543,0,0,1,3012,,589,148,,401,667,0.01,1.8,198,0.00,1336,466,241.0,4,0,0,0.0,0.0,2.29,415,0,0.0,0,1.0,184,434
675,Josh Wilson-Esbrand,40,DEF,Man City,0,0,0,1.0,0.0,,0,181,0.0,182,0.0,0,,0.00,210,,0.0,0.0,0.0,57,Wilson-Esbrand,157,0.0,0.0,0.00,0.0,0,455,0,0,0,0.0,0,0,True,183,0,1.0,,False,66,,0.0,0,a,518,0,0,0,1255,,618,182,,513,637,0.0,0.0,180,0.00,605,440,241.0,0,0,0,0.0,0.0,0.00,495,0,0.0,0,0.0,164,515
698,Divin Mubama,45,FWD,Man City,0,0,0,2.1,0.0,,0,54,0.0,53,0.0,0,,0.00,75,,0.0,0.0,0.0,49,Mubama,50,0.0,0.0,0.00,0.0,0,587,0,0,0,0.0,0,0,True,67,0,2.1,,False,485,,0.0,0,a,615,0,0,0,485,,662,53,,608,411,0.0,0.0,56,0.00,49,563,241.0,0,0,0,0.0,0.0,0.00,604,0,0.0,0,0.0,53,610
364,Amad Diallo,52,MID,Man Utd,9,0,0,7.6,305.4,,65,34,1.47,18,1.12,8,,3.32,9,2024-11-08T18:30:07.952497Z,87.8,12.5,0.2,4150,Amad,7,0.14,7.6,1.37,0.51,5,41,2,0,883,280.0,11,0,True,102,13,6.6,100.0,False,260719,100.0,1.5,2,a,30,1,-2,2,1371769,3.0,38,25,,58,170,0.34,291.8,14,1.95,695448,7,54.0,276,1,0,0.0,9.8,14.40,44,-1,4.6,7,0.92,26,35
365,Antony Matheus dos Santos,57,MID,Man Utd,0,0,0,0.4,11.6,,4,200,2.23,198,1.8,0,,0.29,124,2024-10-25T13:00:06.238324Z,5.0,0.7,0.41,272,Antony,173,0.11,0.4,0.06,0.0,0,285,0,0,50,27.0,1,0,True,62,1,-0.6,100.0,False,201,100.0,0.1,-3,a,441,0,3,0,15299,,361,193,,420,99,0.52,12.4,214,0.23,31562,352,30.0,14,0,0,0.0,0.2,1.24,358,0,1.0,0,0.0,157,399
366,Bruno Borges Fernandes,84,MID,Man Utd,16,0,0,6.2,426.2,,81,5,1.34,6,1.21,10,1.0,8.45,8,2024-09-29T21:00:06.390627Z,118.2,9.6,0.38,16215,B.Fernandes,10,0.19,6.2,2.85,0.4,6,49,4,0,1339,259.0,18,1,True,7,9,5.2,100.0,False,38490,100.0,0.7,-1,a,18,0,1,1,1753798,1.0,27,8,1.0,14,10,0.57,499.1,9,5.60,2233677,13,173.0,348,2,0,0.0,14.2,19.87,6,0,5.1,6,1.08,31,11
367,Altay Bayindir,43,GKP,Man Utd,0,0,0,0.0,0.0,,0,55,0.0,69,0.0,0,,0.00,64,,0.0,0.0,0.0,66,Bayindir,67,0.0,0.0,0.00,0.0,0,522,0,0,0,0.0,0,0,True,32,0,-1.0,,False,45,,0.0,-2,a,565,0,2,0,2066,,455,69,,559,561,0.0,0.0,69,0.00,6618,503,219.0,0,0,0,0.0,0.1,0.00,549,0,0.0,0,0.0,48,561
368,Carlos Henrique Casimiro,48,MID,Man Utd,9,0,0,0.8,223.6,,29,68,1.61,48,1.33,3,,2.30,78,2024-11-10T23:00:08.039181Z,54.5,6.0,0.11,2344,Casemiro,143,0.17,0.8,1.37,0.36,3,131,1,0,743,118.0,11,0,True,188,0,-0.2,100.0,False,345,100.0,0.2,-2,a,187,0,2,1,116019,,245,63,,135,287,0.28,203.1,76,0.93,129005,284,30.0,169,1,0,0.0,0.6,13.32,86,0,2.4,0,1.09,85,108
369,Diogo Dalot Teixeira,52,DEF,Man Utd,16,0,0,2.4,240.8,,51,24,1.49,45,1.22,6,,1.90,12,,50.6,9.8,0.05,18718,Dalot,31,0.07,2.4,1.12,0.32,5,157,0,0,1406,99.0,19,0,True,21,2,1.4,,False,14608,,0.5,2,a,100,0,-2,3,1225407,,37,31,,116,166,0.12,167.4,27,0.78,1065985,128,173.0,204,2,0,0.0,10.1,23.22,115,0,3.2,1,1.02,26,126
370,Christian Eriksen,53,MID,Man Utd,6,0,0,0.4,75.4,,16,54,1.57,142,0.71,0,,1.20,130,2024-11-01T10:30:06.566158Z,32.2,3.0,0.02,336,Eriksen,170,0.19,0.4,1.08,0.53,3,306,0,0,505,20.0,4,0,True,86,0,-0.6,100.0,False,98,100.0,0.1,-2,a,280,0,2,2,21532,2.0,372,110,4.0,305,144,0.21,226.3,130,0.12,31228,348,58.0,97,0,0,0.0,0.2,8.79,69,0,1.8,0,1.07,170,218
371,Jonny Evans,44,DEF,Man Utd,3,0,0,0.2,51.0,Knock - 75% chance of playing,14,138,0.82,118,0.62,3,,0.10,160,2024-12-06T15:30:08.179513Z,6.1,3.2,0.02,156,Evans,128,0.01,0.2,0.02,0.31,1,362,0,0,288,6.0,2,0,True,84,0,-0.6,75.0,False,11,75.0,0.0,-1,d,199,0,1,1,8162,,443,128,,343,475,0.03,4.1,57,0.08,14497,371,242.0,62,1,0,0.0,0.1,2.62,400,0,2.3,0,0.94,124,383
372,Alejandro Garnacho,62,MID,Man Utd,10,0,0,1.6,198.8,,48,83,1.56,56,1.54,3,,4.59,17,2024-10-07T15:30:06.108745Z,77.0,7.7,0.39,42014,Garnacho,104,0.06,1.6,0.58,0.19,2,20,3,0,937,411.0,16,0,True,47,0,0.6,100.0,False,2029,100.0,0.3,-3,a,104,0,3,1,1110002,,59,33,,152,71,0.45,162.9,45,4.01,2135914,208,10.0,158,1,0,0.0,7.1,16.24,118,0,3.2,2,0.96,10,51
373,Hannibal Mejbri,45,MID,Man Utd,0,0,0,0.0,0.0,Permanent move to Burnley,0,254,0.0,250,0.0,0,,0.00,220,2024-08-30T09:47:42.727251Z,0.0,0.0,0.0,35,Hannibal,217,0.0,0.0,0.00,0.0,0,580,0,0,0,0.0,0,0,False,243,0,0.0,0.0,False,0,0.0,0.0,0,u,610,0,0,0,1740,,546,252,,603,402,0.0,0.0,254,0.00,11308,558,,0,0,0,0.0,0.0,0.00,599,0,0.0,0,0.0,247,605
374,Tom Heaton,40,GKP,Man Utd,0,0,0,0.0,0.0,,0,19,0.0,44,0.0,0,,0.00,50,,0.0,0.0,0.0,180,Heaton,37,0.0,0.0,0.00,0.0,0,421,0,0,0,0.0,0,0,True,43,0,-1.0,,False,54,,0.0,0,a,490,0,0,0,10757,,341,44,,484,594,0.0,0.0,44,0.00,12976,406,241.0,0,0,0,0.0,0.2,0.00,463,0,0.0,0,0.0,9,486
375,Rasmus Højlund,69,FWD,Man Utd,8,0,0,2.4,90.6,,33,24,1.49,26,1.45,4,,2.03,27,2024-08-05T15:00:04.427374Z,28.1,4.8,0.22,3959,Højlund,23,0.05,2.4,0.39,0.26,2,153,2,0,681,100.0,11,0,True,14,1,1.4,100.0,False,17386,100.0,0.3,-1,a,125,0,1,1,305006,,159,29,,285,30,0.27,93.0,20,1.64,224375,134,58.0,117,0,0,0.0,1.7,11.30,192,0,3.0,1,1.06,32,242
376,Victor Lindelöf,43,DEF,Man Utd,0,0,0,0.2,18.0,,4,111,2.11,144,1.53,0,,0.04,169,2024-11-21T08:30:09.218875Z,3.8,0.9,0.0,39,Lindelof,126,0.06,0.2,0.04,0.0,0,377,0,0,59,4.0,1,0,True,124,1,-0.8,100.0,False,94,100.0,0.0,-2,a,456,0,2,1,2796,,470,138,,403,548,0.06,15.5,154,0.00,15979,368,206.0,10,0,0,0.0,0.1,1.38,345,0,0.8,0,0.0,129,405
377,Harry Maguire,49,DEF,Man Utd,5,0,0,0.8,83.2,,12,97,0.86,103,0.6,0,,0.07,103,2024-10-06T22:00:07.722929Z,12.5,2.4,0.01,316,Maguire,87,0.01,0.8,0.03,0.2,1,323,0,0,447,14.0,3,0,True,25,2,-0.2,100.0,False,943,100.0,0.2,-1,a,355,0,1,4,29142,,277,107,,292,239,0.02,26.7,114,0.04,66160,291,241.0,71,0,0,0.0,0.4,4.25,311,0,1.3,0,1.01,107,328
378,Kobbie Mainoo,52,MID,Man Utd,9,0,0,1.2,103.6,,19,113,1.2,119,1.1,0,,0.91,41,2024-12-02T00:00:08.519876Z,26.0,3.7,0.02,1583,Mainoo,127,0.08,1.2,0.70,0.55,5,249,0,0,816,46.0,10,0,True,104,2,0.2,100.0,False,892,100.0,0.2,-3,a,268,0,3,5,132983,,142,129,,269,172,0.1,107.5,123,0.21,577539,246,241.0,126,0,0,0.0,2.0,10.84,174,0,1.9,0,0.99,138,254
379,Tyrell Malacia,44,DEF,Man Utd,1,0,0,0.0,2.0,,0,148,0.46,159,0.0,0,,0.01,203,2024-08-05T15:00:04.439521Z,0.4,0.0,0.0,101,Malacia,212,0.02,0.0,0.01,0.0,0,533,0,0,45,0.0,0,0,True,103,0,-1.0,100.0,False,86,100.0,0.0,-1,a,573,0,1,1,1871,,603,159,,462,498,0.02,1.7,222,0.00,1741,514,152.0,0,0,0,0.0,0.0,0.23,417,0,0.0,0,2.0,216,463
380,Lisandro Martínez,44,DEF,Man Utd,13,0,0,2.4,235.2,,41,48,1.49,46,1.25,2,,1.68,36,2024-12-02T00:00:08.536263Z,41.4,9.3,0.07,2526,Martinez,29,0.06,2.4,0.75,0.39,5,166,0,0,1156,93.0,16,0,True,102,6,1.4,100.0,False,10164,100.0,0.5,-1,a,91,0,1,5,281024,,96,48,,120,497,0.13,85.4,21,0.93,474926,119,10.0,193,0,0,0.0,3.6,19.09,201,0,3.2,1,1.01,31,170
381,Scott McTominay,49,MID,Man Utd,0,0,0,0.0,3.2,Transferred to Napoli,2,226,3.49,217,5.29,0,,0.07,139,2024-08-31T06:16:49.087133Z,0.9,0.4,0.37,59,McTominay,277,0.0,0.0,0.00,0.0,0,375,0,0,17,5.0,1,0,False,163,0,0.0,0.0,False,0,0.0,0.0,-1,u,429,0,1,0,6691,,403,217,,455,255,0.37,0.3,204,0.07,92245,637,,4,0,0,0.0,0.1,0.66,441,0,1.0,0,0.0,201,456
382,Mason Mount,63,MID,Man Utd,4,0,0,0.8,20.8,Knock - 75% chance of playing,8,162,1.51,187,1.48,0,,0.48,155,2024-12-16T09:30:07.044661Z,11.8,1.3,0.15,284,Mount,140,0.03,1.0,0.08,0.37,1,255,0,0,243,43.0,4,0,True,30,1,0.0,100.0,False,136,75.0,0.2,-2,d,443,0,2,2,6183,,430,162,,397,52,0.18,55.2,216,0.40,24515,269,241.0,16,0,0,0.0,0.1,4.08,258,0,1.0,0,1.48,141,332
383,André Onana,52,GKP,Man Utd,16,0,0,2.8,365.0,,67,1,1.45,10,1.19,5,,0.19,8,,37.8,12.9,0.0,11346,Onana,9,0.01,2.8,0.19,0.38,6,682,0,1,1440,0.0,19,0,True,5,2,1.8,,True,19647,,0.5,2,a,39,0,-2,0,924735,,39,10,,33,164,0.01,13.0,6,0.00,606647,104,38.0,257,0,41,2.56,9.7,23.26,354,0,4.2,0,1.0,69,192
384,Facundo Pellistri Rebollo,50,MID,Man Utd,0,0,0,0.0,0.0,Transferred to Panathinaikos,0,308,0.0,308,0.0,0,,0.00,287,2024-08-22T11:21:35.952901Z,0.0,0.0,0.0,2,Pellistri,299,0.0,0.0,0.00,0.0,0,675,0,0,0,0.0,0,0,False,141,0,0.0,0.0,False,0,0.0,0.0,0,u,683,0,0,0,61,,651,308,,682,223,0.0,0.0,308,0.00,1874,665,,0,0,0,0.0,0.0,0.00,679,0,0.0,0,0.0,306,682
385,Marcus Rashford,69,MID,Man Utd,12,0,0,4.8,238.8,,54,41,1.37,40,0.83,3,3.0,2.96,27,,68.9,7.8,0.15,46195,Rashford,18,0.13,4.8,1.36,0.46,5,73,4,0,975,194.0,9,0,True,15,0,3.8,,False,3442,,0.7,-1,a,75,0,1,2,673019,,91,42,2.0,117,29,0.28,254.7,34,1.60,763057,35,241.0,186,1,0,0.0,3.9,14.79,52,0,3.6,1,1.11,43,67
387,Luke Shaw,49,DEF,Man Utd,0,0,0,0.0,16.6,Muscle injury - Unknown return date,2,144,0.66,146,0.0,0,,0.01,137,2024-12-05T01:00:08.299125Z,2.0,0.4,0.0,228,Shaw,112,0.01,0.4,0.01,0.0,0,650,0,0,68,0.0,0,0,True,26,0,0.0,0.0,False,24,0.0,0.1,-1,i,426,0,1,0,4689,,381,150,,407,240,0.01,2.6,146,0.00,63571,345,241.0,19,0,0,0.0,0.2,0.50,408,0,1.0,0,0.0,233,436
389,Joshua Zirkzee,66,FWD,Man Utd,5,0,0,3.4,164.8,,40,21,1.48,21,1.06,6,,3.20,25,,48.3,6.1,0.42,3903,Zirkzee,16,0.07,3.4,0.44,0.45,3,68,3,0,597,203.0,7,0,True,19,1,2.4,,False,884,,0.5,-4,a,182,0,4,1,450793,,154,22,,194,42,0.49,115.3,26,2.76,582766,82,152.0,143,1,0,0.0,1.7,9.80,169,0,2.5,1,0.75,25,138
572,Leny Yoro,43,DEF,Man Utd,1,0,0,0.6,24.0,,3,151,1.99,137,3.36,0,,0.00,128,2024-08-05T15:00:04.535911Z,2.5,0.7,0.0,782,Yoro,90,0.0,0.6,0.00,0.0,0,527,0,0,107,0.0,4,0,True,142,1,-0.4,100.0,False,1093,100.0,0.1,-2,a,398,0,2,0,20945,,352,143,,383,569,0.0,1.3,141,0.00,19319,306,73.0,4,0,0,0.0,0.2,2.37,422,0,1.0,0,0.84,212,423
593,Matthijs de Ligt,50,DEF,Man Utd,13,0,0,1.4,253.8,,42,89,1.63,39,1.43,3,,1.26,29,,46.3,8.4,0.1,8423,De Ligt,65,0.0,1.4,0.04,0.24,3,89,1,0,1136,172.0,18,0,True,23,2,0.4,,False,6262,,0.3,0,a,166,0,0,2,535926,,78,36,,102,202,0.1,33.5,47,1.22,558403,225,152.0,177,1,0,0.0,4.7,20.53,295,0,2.6,0,1.03,7,145
594,Noussair Mazraoui,47,DEF,Man Utd,14,0,0,1.0,290.2,Knock - 75% chance of playing,46,42,1.56,27,1.09,4,,1.19,8,2024-12-16T09:30:07.495600Z,44.2,9.8,0.02,29064,Mazraoui,63,0.08,1.4,0.97,0.31,4,235,0,0,1158,52.0,14,0,True,43,2,0.4,100.0,False,21382,75.0,0.3,2,d,129,0,-2,1,2734483,,23,40,,73,332,0.1,101.0,36,0.22,1517599,216,145.0,212,2,0,0.0,16.5,20.13,179,0,2.9,1,1.09,71,152
613,Toby Collyer,45,MID,Man Utd,0,0,0,0.0,14.2,,1,199,2.06,192,2.0,0,,0.01,208,,2.9,0.2,0.0,81,Collyer,221,0.02,0.0,0.01,0.0,0,392,0,0,45,2.0,1,0,True,248,0,-1.0,,False,25,,0.0,0,a,407,0,0,0,9921,,528,199,,411,416,0.02,12.6,187,0.00,8027,566,241.0,12,0,0,0.0,0.0,1.03,356,0,1.0,0,0.0,206,413
648,Ethan Wheatley,45,FWD,Man Utd,0,0,0,0.0,0.0,,0,59,0.0,58,0.0,0,,0.00,24,,0.0,0.0,0.0,4562,Wheatley,55,0.0,0.0,0.00,0.0,0,624,0,0,0,0.0,0,0,True,73,0,-1.0,,False,2964,,0.0,0,a,650,0,0,0,413717,,147,58,,644,460,0.0,0.0,60,0.00,254594,602,241.0,0,0,0,0.0,1.8,0.00,641,0,0.0,0,0.0,58,646
