id,name,now_cost,position,team,starts,penalties_missed,own_goals,ep_next,influence,news,total_points,creativity_rank_type,expected_goals_conceded_per_90,influence_rank_type,goals_conceded_per_90,bonus,penalties_order,expected_goal_involvements,selected_rank_type,news_added,ict_index,value_season,expected_goals_per_90,transfers_out_event,web_name,form_rank_type,expected_assists_per_90,form,expected_assists,clean_sheets_per_90,clean_sheets,threat_rank,goals_scored,penalties_saved,minutes,threat,goals_conceded,red_cards,can_select,now_cost_rank_type,event_points,ep_this,chance_of_playing_this_round,in_dreamteam,transfers_in_event,chance_of_playing_next_round,value_form,cost_change_start,status,points_per_game_rank,cost_change_event,cost_change_start_fall,yellow_cards,transfers_in,corners_and_indirect_freekicks_order,selected_rank,ict_index_rank_type,direct_freekicks_order,influence_rank,now_cost_rank,expected_goal_involvements_per_90,creativity,points_per_game_rank_type,expected_goals,transfers_out,form_rank,region,bps,dreamteam_count,saves,saves_per_90,selected_by_percent,expected_goals_conceded,creativity_rank,cost_change_event_fall,points_per_game,assists,starts_per_90,threat_rank_type,ict_index_rank
663,Imari Samuels,40,DEF,Brighton,0,0,0,0.0,0.0,,0,180,0.0,181,0.0,0,,0.00,190,,0.0,0.0,0.0,83,Samuels,156,0.0,0.0,0.00,0.0,0,454,0,0,0,0.0,0,0,True,182,0,0.0,,False,57,,0.0,0,a,517,0,0,0,4409,,541,181,,512,636,0.0,0.0,179,0.00,2646,439,241.0,0,0,0,0.0,0.0,0.00,494,0,0.0,0,0.0,163,514
668,Killian Cahill,39,GKP,Brighton,0,0,0,0.0,0.0,,0,16,0.0,41,0.0,0,,0.00,24,,0.0,0.0,0.0,1729,Cahill,34,0.0,0.0,0.00,0.0,0,416,0,0,0,0.0,0,0,True,72,0,0.0,,False,2131,,0.0,-1,a,485,0,1,0,156649,,178,41,,479,698,0.0,0.0,41,0.00,23786,401,104.0,0,0,0,0.0,1.4,0.00,458,0,0.0,0,0.0,6,481
681,Ruairi McConville,40,DEF,Brighton,0,0,0,0.0,0.0,,0,194,0.0,196,0.0,0,,0.00,221,,0.0,0.0,0.0,37,McConville,172,0.0,0.0,0.00,0.0,0,478,0,0,0,0.0,0,0,True,202,0,0.0,,False,37,,0.0,0,a,539,0,0,0,566,,649,196,,534,663,0.0,0.0,194,0.00,210,462,242.0,0,0,0,0.0,0.0,0.00,515,0,0.0,0,0.0,180,536
685,Jacob Slater,40,DEF,Brighton,0,0,0,0.0,0.0,,0,204,0.0,206,0.0,0,,0.00,222,,0.0,0.0,0.0,31,Slater,184,0.0,0.0,0.00,0.0,0,490,0,0,0,0.0,0,0,True,214,0,0.0,,False,41,,0.0,0,a,550,0,0,0,439,,653,206,,544,675,0.0,0.0,205,0.00,150,474,241.0,0,0,0,0.0,0.0,0.00,525,0,0.0,0,0.0,192,546
150,Andrey Nascimento dos Santos,45,MID,Chelsea,0,0,0,0.0,0.0,Has joined Strasbourg on a season-long loan,0,276,0.0,272,0.0,0,,0.00,303,2024-08-05T10:16:34.176364Z,0.0,0.0,0.0,0,Andrey Santos,242,0.0,0.0,0.00,0.0,0,610,0,0,0,0.0,0,0,False,274,0,0.0,0.0,False,0,0.0,0.0,0,u,637,0,0,0,0,,678,274,,630,445,0.0,0.0,276,0.00,593,589,,0,0,0,0.0,0.0,0.00,627,0,0.0,0,0.0,269,632
151,Ângelo Gabriel Borges Damaceno,45,MID,Chelsea,0,0,0,0.0,0.0,Transferred to Al-Nassr,0,269,0.0,265,0.0,0,,0.00,149,2024-09-05T10:38:18.297070Z,0.0,0.0,0.0,142,Ângelo,235,0.0,0.0,0.00,0.0,0,602,0,0,0,0.0,0,0,False,267,0,0.0,0.0,False,0,0.0,0.0,0,u,629,0,0,0,5940,,422,267,,622,436,0.0,0.0,269,0.00,27975,580,,0,0,0,0.0,0.1,0.00,619,0,0.0,0,0.0,262,624
153,Benoît Badiashile,43,DEF,Chelsea,2,0,0,1.0,48.2,Knock - 75% chance of playing,5,123,1.69,120,1.46,0,,0.06,150,2024-12-16T10:30:07.655172Z,5.7,1.2,0.0,424,B.Badiashile,81,0.02,0.8,0.06,0.0,0,521,0,0,247,0.0,4,0,True,134,0,1.3,,False,277,75.0,0.2,-2,d,359,0,2,0,11841,,412,130,,346,559,0.02,8.8,116,0.00,14992,279,73.0,22,0,0,0.0,0.1,4.63,380,0,1.2,0,0.73,208,389
154,Lucas Bergström,39,GKP,Chelsea,0,0,0,0.5,0.0,,0,14,0.0,39,0.0,0,,0.00,49,,0.0,0.0,0.0,290,Bergström,32,0.0,0.0,0.00,0.0,0,412,0,0,0,0.0,0,0,True,70,0,0.5,,False,492,,0.0,-1,a,483,-1,1,0,13589,,338,39,,476,693,0.0,0.0,39,0.00,16334,398,72.0,0,0,0,0.0,0.2,0.00,455,1,0.0,0,0.0,4,478
155,Marcus Bettinelli,39,GKP,Chelsea,0,0,0,0.5,0.0,,0,12,0.0,37,0.0,0,,0.00,43,,0.0,0.0,0.0,780,Bettinelli,30,0.0,0.0,0.00,0.0,0,407,0,0,0,0.0,0,0,True,68,0,0.5,,False,880,,0.0,-1,a,479,0,1,0,24532,,269,37,,473,685,0.0,0.0,37,0.00,18783,394,241.0,0,0,0,0.0,0.4,0.00,451,0,0.0,0,0.0,2,475
157,Moisés Caicedo Corozo,49,MID,Chelsea,16,0,0,3.3,322.0,,49,35,1.39,16,1.14,2,,1.83,48,,66.5,10.0,0.02,4308,Caicedo,50,0.09,2.8,1.44,0.25,4,230,1,0,1415,54.0,18,0,True,183,2,3.3,,False,2770,,0.6,-1,a,113,0,1,3,219495,,176,49,,53,277,0.11,288.2,48,0.39,163064,101,62.0,294,0,0,0.0,1.4,21.92,45,0,3.1,3,1.02,127,75
158,Cesare Casadei,44,MID,Chelsea,0,0,0,0.5,0.0,,0,234,0.0,230,0.0,0,,0.00,144,,0.0,0.0,0.0,356,Casadei,197,0.0,0.0,0.00,0.0,0,544,0,0,0,0.0,0,0,True,308,0,0.5,,False,192,,0.0,-1,a,579,0,1,0,20009,,413,232,,572,522,0.0,0.0,234,0.00,22231,526,106.0,0,0,0,0.0,0.1,0.00,567,0,0.0,0,0.0,225,574
160,Ben Chilwell,47,DEF,Chelsea,0,0,0,0.5,0.0,,0,233,0.0,233,0.0,0,,0.00,96,,0.0,0.0,0.0,912,Chilwell,225,0.0,0.0,0.00,0.0,0,639,0,0,0,0.0,0,0,True,41,0,0.5,,False,837,,0.0,-3,a,660,0,3,0,31851,,261,233,,655,329,0.0,0.0,233,0.00,82700,619,241.0,0,0,0,0.0,0.5,0.00,652,0,0.0,0,0.0,230,656
161,Carney Chukwuemeka,48,MID,Chelsea,0,0,0,0.5,0.0,,0,297,0.0,296,0.0,0,,0.00,204,2024-10-04T12:30:06.437566Z,0.0,0.0,0.0,63,Chukwuemeka,274,0.0,0.0,0.00,0.0,0,649,0,0,0,0.0,0,0,True,208,0,0.5,100.0,False,32,100.0,0.0,-2,a,665,0,2,0,4082,,522,296,,663,318,0.0,0.0,297,0.00,7216,633,241.0,0,0,0,0.0,0.0,0.00,658,0,0.0,0,0.0,293,663
162,Levi Colwill,46,DEF,Chelsea,15,0,0,2.7,279.0,,35,56,1.4,29,1.2,1,,1.26,28,2024-11-12T14:30:07.619476Z,41.0,7.6,0.03,5771,Colwill,35,0.06,2.2,0.88,0.2,3,226,0,0,1350,57.0,18,0,True,52,2,2.7,100.0,False,27077,100.0,0.5,1,a,205,1,-1,3,761420,,77,51,,82,352,0.09,73.7,62,0.38,356654,138,241.0,168,0,0,0.0,4.8,21.06,220,-1,2.3,0,1.0,65,174
163,Marc Cucurella Saseta,52,DEF,Chelsea,13,0,0,0.0,214.6,Suspended until 26 Dec,42,28,1.3,60,1.07,2,,1.53,19,2024-12-16T09:30:06.586582Z,41.1,8.1,0.02,22509,Cucurella,10,0.09,4.8,1.22,0.23,3,221,1,0,1175,60.0,14,1,True,19,5,5.3,100.0,False,47082,0.0,0.9,2,s,150,1,-2,6,779595,,56,50,,145,162,0.11,136.3,41,0.31,696903,30,200.0,192,1,0,0.0,7.4,16.99,140,-1,2.8,2,1.0,62,173
164,David Datro Fofana,54,FWD,Chelsea,0,0,0,0.0,0.0,Transferred to AEK Athens,0,72,0.0,72,0.0,0,,0.00,65,2024-09-11T14:26:52.770225Z,0.0,0.0,0.0,17,D.D.Fofana,71,0.0,0.0,0.00,0.0,0,689,0,0,0,0.0,0,0,False,42,0,0.0,0.0,False,0,0.0,0.0,-1,u,692,0,1,0,4727,,494,72,,692,143,0.0,0.0,72,0.00,14871,685,54.0,0,0,0,0.0,0.1,0.00,691,0,0.0,0,0.0,72,692
165,Deivid Washington de Souza Eugênio,49,FWD,Chelsea,0,0,0,0.5,0.0,,0,66,0.0,66,0.0,0,,0.00,60,,0.0,0.0,0.0,235,Deivid,63,0.0,0.0,0.00,0.0,0,662,0,0,0,0.0,0,0,True,58,0,0.5,,False,157,,0.0,-1,a,673,0,1,0,14065,,405,66,,672,284,0.0,0.0,67,0.00,17156,651,30.0,0,0,0,0.0,0.1,0.00,667,0,0.0,0,0.0,66,672
166,Kiernan Dewsbury-Hall,55,MID,Chelsea,0,0,0,0.9,9.4,,5,197,1.82,205,3.21,0,,0.05,156,,2.5,0.9,0.0,127,Dewsbury-Hall,172,0.08,0.4,0.05,0.0,0,690,0,0,56,0.0,2,0,True,68,0,0.9,,False,78,,0.1,-5,a,440,-1,5,0,6118,,431,207,,431,113,0.08,15.3,213,0.00,24455,351,241.0,15,0,0,0.0,0.1,1.13,346,1,1.0,0,0.0,313,425
167,Axel Disasi,42,DEF,Chelsea,2,0,0,2.1,61.6,,15,135,1.69,113,0.49,0,,0.27,104,,9.9,3.6,0.12,1685,Disasi,56,0.01,1.6,0.02,0.49,1,268,1,0,184,33.0,1,0,True,152,0,2.1,,False,1367,,0.4,-3,a,19,0,3,0,46663,,280,112,,328,583,0.13,4.3,1,0.25,53223,196,73.0,54,0,0,0.0,0.4,3.46,396,0,5.0,0,0.98,82,346
168,Enzo Fernández,51,MID,Chelsea,11,0,0,8.5,333.6,,59,20,1.23,14,1.19,5,4.0,4.13,12,,88.9,11.6,0.15,10130,Enzo,3,0.2,8.0,2.40,0.17,2,80,3,0,1057,185.0,14,0,True,111,5,8.5,,False,94788,,1.6,1,a,52,1,-1,1,1000666,3.0,46,23,3.0,47,182,0.35,369.4,22,1.73,237579,3,10.0,284,1,0,0.0,8.8,14.42,24,-1,3.9,4,0.94,48,33
169,Conor Gallagher,59,MID,Chelsea,0,0,0,0.0,0.0,Transferred to Atletico Madrid,0,315,0.0,315,0.0,0,,0.00,142,2024-08-22T11:20:34.236891Z,0.0,0.0,0.0,36,Gallagher,312,0.0,0.0,0.00,0.0,0,693,0,0,0,0.0,0,0,False,53,0,0.0,0.0,False,0,0.0,0.0,-1,u,694,0,1,0,1567,,409,315,,694,83,0.0,0.0,315,0.00,71905,688,,0,0,0,0.0,0.1,0.00,694,0,0.0,0,0.0,314,694
170,Alfie Gilchrist,40,DEF,Chelsea,0,0,0,0.0,0.0,Has joined Sheffield United on a season-long,0,187,0.0,189,0.0,0,,0.00,195,2024-08-09T11:15:16.064928Z,0.0,0.0,0.0,37,Gilchrist,164,0.0,0.0,0.00,0.0,0,469,0,0,0,0.0,0,0,False,193,0,0.0,0.0,False,0,0.0,0.0,0,u,531,0,0,0,0,,555,189,,526,653,0.0,0.0,187,0.00,6852,453,,0,0,0,0.0,0.0,0.00,507,0,0.0,0,0.0,172,528
171,Malo Gusto,49,DEF,Chelsea,11,0,0,2.3,184.8,,20,19,1.44,68,1.41,0,,1.96,62,2024-11-13T09:30:07.704412Z,45.7,4.1,0.09,2636,Gusto,54,0.09,1.8,0.98,0.0,0,165,0,0,955,94.0,15,0,True,29,2,2.3,100.0,False,11004,100.0,0.4,-1,a,319,0,1,2,227654,,148,37,,172,276,0.18,177.4,101,0.98,368601,181,73.0,106,0,0,0.0,1.8,15.33,100,0,1.5,1,1.04,30,146
172,Reece James,48,DEF,Chelsea,3,0,0,0.0,38.2,Hamstring injury - Unknown return date,5,105,2.17,131,1.5,0,,0.22,143,2024-11-21T14:00:08.020459Z,6.2,1.0,0.0,655,James,228,0.08,0.0,0.22,0.0,0,645,0,0,240,0.0,4,0,True,35,0,0.0,0.0,False,23,0.0,0.0,-2,i,364,0,2,0,75907,2.0,391,127,2.0,366,307,0.08,23.2,118,0.00,78446,630,241.0,32,0,0,0.0,0.2,5.78,325,0,1.2,0,1.12,231,381
173,Omari Kellyman,44,MID,Chelsea,0,0,0,0.0,0.0,Hamstring injury - Unknown return date,0,236,0.0,232,0.0,0,,0.00,238,2024-09-08T23:00:06.668188Z,0.0,0.0,0.0,34,Kellyman,199,0.0,0.0,0.00,0.0,0,546,0,0,0,0.0,0,0,True,311,0,0.0,0.0,False,17,0.0,0.0,-1,i,581,0,1,0,2954,,577,234,,574,525,0.0,0.0,236,0.00,5369,528,241.0,0,0,0,0.0,0.0,0.00,569,0,0.0,0,0.0,227,576
174,Roméo Lavia,45,MID,Chelsea,7,0,0,1.1,88.2,,15,121,1.89,133,1.71,0,,0.47,62,2024-11-10T23:00:07.545590Z,18.8,3.3,0.03,3419,Lavia,156,0.05,0.6,0.29,0.19,1,373,0,0,475,5.0,9,0,True,264,0,1.1,100.0,False,1086,100.0,0.1,0,a,291,0,0,3,185094,,213,147,,289,433,0.08,94.3,133,0.18,207832,313,21.0,81,0,0,0.0,0.9,9.99,190,0,1.7,1,1.33,199,293
175,Romelu Lukaku Bolingoli,63,FWD,Chelsea,0,0,0,0.0,0.0,Permanent transfer to Napoli,0,74,0.0,74,0.0,0,,0.00,57,2024-08-30T10:21:53.872158Z,0.0,0.0,0.0,47,Lukaku,73,0.0,0.0,0.00,0.0,0,694,0,0,0,0.0,0,0,False,20,0,0.0,0.0,False,0,0.0,0.0,-2,u,695,0,2,0,8049,,368,74,,695,50,0.0,0.0,74,0.00,60708,691,,0,0,0,0.0,0.2,0.00,695,0,0.0,0,0.0,74,695
176,Malang Sarr,45,DEF,Chelsea,0,0,0,0.0,0.0,Permanent move to RC Lens,0,227,0.0,227,0.0,0,,0.00,230,2024-07-29T09:46:25.583703Z,0.0,0.0,0.0,2,M.Sarr,217,0.0,0.0,0.00,0.0,0,561,0,0,0,0.0,0,0,False,65,0,0.0,0.0,False,0,0.0,0.0,0,u,592,0,0,0,0,,682,227,,585,373,0.0,0.0,227,0.00,444,539,,0,0,0,0.0,0.0,0.00,581,0,0.0,0,0.0,222,587
177,Noni Madueke,63,MID,Chelsea,13,0,0,5.9,318.4,,76,48,1.49,17,1.23,11,3.0,6.20,18,,116.8,12.1,0.43,14101,Madueke,14,0.11,5.4,1.28,0.26,3,3,5,0,1022,611.0,14,0,True,33,7,5.9,,False,21944,,0.9,-2,a,17,0,2,3,2256768,,60,10,,54,55,0.54,237.8,8,4.92,1729944,21,241.0,259,1,0,0.0,6.9,16.97,60,0,5.1,4,1.14,2,13
178,Marc Guiu Paz,47,FWD,Chelsea,0,0,0,0.5,0.0,,1,49,0.41,61,3.75,0,,0.00,43,,0.0,0.2,0.0,1042,Marc Guiu,58,0.0,0.0,0.00,0.0,0,641,0,0,24,0.0,1,0,True,62,0,0.5,,False,1191,,0.0,-3,a,420,0,3,0,78164,,254,61,,657,340,0.0,0.3,43,0.00,113778,623,200.0,2,0,0,0.0,0.5,0.11,439,0,1.0,0,0.0,61,658
179,Mykhailo Mudryk,62,MID,Chelsea,1,0,0,0.2,23.2,Illness - 50% chance of playing,7,176,2.04,180,1.24,0,,0.90,118,2024-12-06T15:30:07.786308Z,8.5,1.1,0.15,261,Mudryk,313,0.41,0.0,0.66,0.0,0,275,0,0,145,31.0,2,0,True,46,0,0.2,50.0,False,19,50.0,0.0,-3,d,442,0,3,0,17758,,349,176,,386,70,0.56,31.5,215,0.24,39538,690,225.0,26,0,0,0.0,0.2,3.28,299,0,1.0,0,0.62,151,356
180,Nicolas Jackson,82,FWD,Chelsea,15,0,0,6.1,419.4,,88,4,1.33,3,1.07,14,,8.85,2,,118.8,10.7,0.63,31517,N.Jackson,3,0.04,5.6,0.56,0.38,5,5,9,0,1182,583.0,14,0,True,4,8,6.1,,False,84842,,0.7,7,a,7,0,-7,4,4503345,,8,3,,18,12,0.67,184.8,2,8.29,1811182,19,189.0,354,2,0,0.0,28.4,17.41,95,0,5.9,4,1.14,2,10
181,Christopher Nkunku,58,MID,Chelsea,2,0,0,3.9,117.4,,32,128,2.07,108,1.54,4,2.0,3.51,37,,34.8,5.5,1.0,4624,Nkunku,41,0.08,3.4,0.26,0.0,0,104,2,0,292,148.0,5,0,True,56,1,3.9,,False,1882,,0.6,-7,a,243,0,7,1,268887,,127,105,,251,89,1.08,85.5,111,3.25,1572260,81,73.0,100,1,0,0.0,2.4,6.70,200,0,2.1,1,0.62,67,204
182,Cole Palmer,111,MID,Chelsea,16,0,0,9.1,650.0,,127,2,1.37,2,1.17,19,1.0,13.90,2,2024-11-12T14:30:07.656076Z,178.3,11.4,0.64,7406,Palmer,2,0.26,8.6,4.08,0.19,3,7,11,0,1388,528.0,18,0,True,2,2,9.1,100.0,True,67595,100.0,0.8,6,a,2,0,-6,3,5325364,1.0,2,2,1.0,2,3,0.9,603.4,2,9.82,2499082,2,241.0,539,5,0,0.0,63.2,21.18,2,0,7.9,7,1.04,4,2
183,Đorđe Petrović,44,GKP,Chelsea,0,0,0,0.0,0.0,Loaned to Strasbourg,0,61,0.0,71,0.0,0,,0.00,54,2024-08-31T06:26:07.653045Z,0.0,0.0,0.0,135,Petrović,71,0.0,0.0,0.00,0.0,0,541,0,0,0,0.0,0,0,False,24,0,0.0,0.0,False,0,0.0,0.0,-1,u,576,0,1,0,2753,,377,71,,569,516,0.0,0.0,71,0.00,62054,521,,0,0,0,0.0,0.2,0.00,564,0,0.0,0,0.0,53,571
184,Renato Palma Veiga,45,MID,Chelsea,1,0,0,0.9,30.4,,7,206,1.62,174,1.02,0,,0.31,134,,5.9,1.6,0.08,431,Renato Veiga,164,0.08,0.4,0.15,0.51,1,310,0,0,176,19.0,2,0,True,283,0,0.9,,False,112,,0.1,0,a,411,0,0,2,39269,,382,188,,373,455,0.16,9.2,190,0.16,36305,339,173.0,22,0,0,0.0,0.2,3.17,377,0,1.0,0,0.51,172,386
185,Robert Sánchez,48,GKP,Chelsea,15,0,0,2.7,394.6,,55,66,1.42,5,1.2,5,,0.01,3,,39.4,11.5,0.0,13386,Sánchez,12,0.0,2.2,0.01,0.2,3,644,0,1,1350,0.0,18,0,True,11,3,2.7,,False,33703,,0.5,3,a,70,0,-3,4,1811904,,28,6,,22,303,0.0,0.0,10,0.00,789438,141,200.0,207,2,50,3.33,13.0,21.32,655,0,3.7,0,1.0,62,185
187,Tosin Adarabioyo,42,DEF,Chelsea,4,0,0,1.3,67.8,,11,112,1.62,111,1.03,0,,0.32,147,,10.4,2.6,0.07,172,Tosin,77,0.01,0.8,0.03,0.26,1,304,0,0,351,20.0,4,0,True,146,2,1.3,,False,625,,0.2,-3,a,273,0,3,1,17249,,402,111,,318,577,0.08,15.1,84,0.29,30047,274,241.0,59,0,0,0.0,0.1,6.33,347,0,1.8,0,1.03,96,342
189,Wesley Fofana,44,DEF,Chelsea,12,0,0,0.0,187.2,Hamstring injury - Expected back 04 Jan,19,59,1.24,67,1.06,2,,0.55,116,2024-12-02T00:00:08.059563Z,28.7,4.3,0.04,831,W.Fofana,94,0.01,0.6,0.15,0.09,1,277,0,0,1015,29.0,12,0,True,113,0,0.0,0.0,False,16,0.0,0.1,-1,i,297,0,1,6,83284,,307,74,,170,515,0.05,70.0,94,0.40,97503,310,73.0,133,0,0,0.0,0.3,13.99,226,0,1.6,0,1.06,85,237
386,Jadon Sancho,62,MID,Chelsea,7,0,0,4.5,165.6,,39,67,1.49,79,1.4,2,,2.42,49,2024-11-07T09:00:07.812014Z,50.5,6.3,0.1,3998,Sancho,30,0.27,4.0,1.75,0.16,1,114,2,0,578,138.0,9,0,True,40,2,4.5,100.0,False,7852,100.0,0.6,-3,a,54,0,3,1,399612,,177,73,,192,62,0.37,203.2,23,0.67,324073,58,241.0,165,0,0,0.0,1.4,9.58,85,0,3.9,4,1.09,74,127
560,Pedro Lomba Neto,62,MID,Chelsea,7,0,0,1.3,158.4,,29,43,1.39,83,0.99,4,,2.22,71,2024-12-09T09:30:06.764738Z,54.7,4.7,0.07,3211,Neto,154,0.21,0.8,1.69,0.12,1,118,1,0,730,135.0,8,0,True,43,0,0.0,0.0,False,1216,100.0,0.1,-3,a,228,0,3,5,228367,4.0,227,62,,203,66,0.28,253.5,102,0.53,278932,301,173.0,135,0,0,0.0,0.8,11.27,54,0,2.2,2,0.86,77,107
575,Caleb Wiley,40,DEF,Chelsea,0,0,0,0.0,0.0,Loaned to Strasbourg,0,183,0.0,184,0.0,0,,0.00,204,2024-08-13T07:07:06.645739Z,0.0,0.0,0.0,16,Wiley,159,0.0,0.0,0.00,0.0,0,462,0,0,0,0.0,0,0,False,187,0,0.0,0.0,False,0,0.0,0.0,0,u,525,0,0,0,0,,604,184,,520,646,0.0,0.0,182,0.00,3545,447,,0,0,0,0.0,0.0,0.00,502,0,0.0,0,0.0,166,522
581,Filip Jørgensen,42,GKP,Chelsea,1,0,0,1.1,26.6,,3,49,1.56,32,1.0,0,,0.00,51,2024-11-21T08:30:09.544798Z,2.7,0.7,0.0,341,Jørgensen,23,0.0,0.6,0.00,0.0,0,507,0,0,90,0.0,1,0,True,39,0,1.1,100.0,False,177,100.0,0.1,-3,a,119,0,3,0,10856,,359,32,,379,585,0.0,0.0,20,0.00,28475,305,58.0,10,0,3,3.0,0.2,1.56,539,0,3.0,0,1.0,40,418
621,João Félix Sequeira,60,MID,Chelsea,2,0,0,2.3,77.4,,18,138,1.32,140,0.61,0,,2.15,82,,26.2,3.0,0.57,949,João Félix,96,0.09,1.8,0.30,0.31,1,142,1,0,293,110.0,2,0,True,52,0,2.3,,False,411,,0.3,-5,a,255,0,5,2,156216,,265,127,,301,80,0.66,76.4,116,1.85,150555,191,173.0,71,0,0,0.0,0.5,4.31,218,0,2.0,1,0.61,92,251
695,Samuel Rak-Sakyi,45,MID,Chelsea,0,0,0,1.7,0.0,,0,281,0.0,277,0.0,0,,0.00,318,,0.0,0.0,0.0,0,Rak-Sakyi,247,0.0,0.0,0.00,0.0,0,615,0,0,0,0.0,0,0,True,279,0,1.7,,False,4,,0.0,0,a,642,0,0,0,4,,700,279,,635,450,0.0,0.0,281,0.00,0,594,241.0,0,0,0,0.0,0.0,0.00,632,0,0.0,0,0.0,274,637
696,Tyrique George,45,MID,Chelsea,0,0,0,1.7,0.0,,0,284,0.0,280,0.0,0,,0.00,317,,0.0,0.0,0.0,0,George,250,0.0,0.0,0.00,0.0,0,618,0,0,0,0.0,0,0,True,282,0,1.7,,False,13,,0.0,0,a,645,0,0,0,13,,699,282,,638,453,0.0,0.0,284,0.00,0,597,241.0,0,0,0,0.0,0.0,0.00,635,0,0.0,0,0.0,277,640
697,Josh Acheampong,40,DEF,Chelsea,0,0,0,1.7,0.0,,0,200,0.0,202,0.0,0,,0.00,233,,0.0,0.0,0.0,4,Acheampong,179,0.0,0.0,0.00,0.0,0,485,0,0,0,0.0,0,0,True,209,0,1.7,,False,47,,0.0,0,a,546,0,0,0,47,,696,202,,540,670,0.0,0.0,201,0.00,4,469,241.0,0,0,0,0.0,0.0,0.00,521,0,0.0,0,0.0,187,542
11,Eddie Nketiah,59,FWD,Crystal Palace,6,0,0,0.2,64.8,,18,20,1.34,31,1.49,0,,1.95,44,2024-11-08T15:00:07.256448Z,35.3,3.1,0.25,538,Nketiah,30,0.08,1.2,0.46,0.17,1,88,0,0,545,175.0,9,0,True,23,4,1.2,100.0,False,494,100.0,0.2,-1,a,309,0,1,2,159158,,272,28,,323,82,0.33,115.8,36,1.49,168665,252,241.0,75,0,0,0.0,0.4,8.13,168,0,1.6,1,0.99,28,201
159,Trevoh Chalobah,44,DEF,Crystal Palace,10,0,0,2.6,254.2,,38,65,1.33,38,1.23,3,,1.19,92,2024-09-13T15:30:06.602568Z,41.7,8.6,0.09,714,Chalobah,19,0.03,3.6,0.33,0.2,2,147,2,0,880,105.0,12,0,True,93,9,3.6,100.0,False,3807,100.0,0.8,-1,a,57,0,1,1,76538,,248,47,,101,487,0.12,56.0,9,0.86,42662,65,241.0,166,2,0,0.0,0.6,12.96,252,0,3.8,0,1.02,21,168
190,Naouirou Ahamada,45,MID,Crystal Palace,0,0,0,0.0,0.0,Loaned to Rennes,0,255,0.0,251,0.0,0,,0.00,161,2024-08-31T06:25:25.419519Z,0.0,0.0,0.0,96,Ahamada,218,0.0,0.0,0.00,0.0,0,581,0,0,0,0.0,0,0,False,244,0,0.0,0.0,False,0,0.0,0.0,0,u,611,0,0,0,6178,,439,253,,604,403,0.0,0.0,255,0.00,32888,559,,0,0,0,0.0,0.1,0.00,600,0,0.0,0,0.0,248,606
193,Cheick Doucouré,49,MID,Crystal Palace,3,0,0,-0.4,23.6,,11,207,1.95,179,1.49,0,,0.41,197,2024-09-14T18:00:06.266238Z,5.3,2.2,0.14,68,C.Doucouré,159,0.01,0.6,0.03,0.0,0,301,0,0,242,21.0,4,0,True,177,1,0.6,100.0,False,21,100.0,0.1,-1,a,339,0,1,1,11726,,511,191,,385,270,0.15,8.9,162,0.38,17586,317,132.0,37,0,0,0.0,0.1,5.25,379,0,1.4,1,1.12,166,394
194,Chris Richards,44,DEF,Crystal Palace,4,0,0,-0.6,60.0,,11,136,1.71,116,1.27,0,,0.13,159,2024-09-27T15:30:06.509919Z,7.1,2.5,0.03,67,C.Richards,109,0.0,0.4,0.01,0.25,1,363,0,0,353,6.0,5,0,True,112,0,0.4,100.0,False,28,100.0,0.1,-1,a,274,0,1,1,6090,,441,120,,333,513,0.03,4.2,85,0.12,17279,336,229.0,41,0,0,0.0,0.1,6.70,398,0,1.8,0,1.02,125,370
195,Chadi Riad Dnanou,43,DEF,Crystal Palace,1,0,0,-0.8,18.2,Lack of match fitness - 75% chance of playing,1,150,1.39,143,2.0,0,,0.02,186,2024-08-28T16:30:04.488064Z,2.0,0.2,0.0,14,Chadi Riad,208,0.02,0.0,0.02,0.0,0,526,0,0,90,0.0,2,0,True,141,0,0.0,75.0,False,2,75.0,0.0,-2,d,397,0,2,0,1939,,521,149,,402,568,0.02,1.3,140,0.00,13150,507,145.0,3,0,0,0.0,0.0,1.39,421,0,1.0,0,1.0,211,435
196,Nathaniel Clyne,43,DEF,Crystal Palace,3,0,0,-0.6,43.8,,14,128,1.85,124,1.51,0,,0.03,158,,5.3,3.3,0.0,106,Clyne,104,0.01,0.4,0.02,0.3,1,380,0,0,299,3.0,5,0,True,116,1,0.4,,False,86,,0.1,-2,a,244,0,2,0,6271,,440,134,,354,534,0.01,6.7,72,0.01,10754,329,241.0,45,0,0,0.0,0.1,6.14,387,0,2.0,0,0.9,131,393
197,Malcolm Ebiowei,45,MID,Crystal Palace,0,0,0,0.0,0.0,Season long loan to Oxford United,0,248,0.0,244,0.0,0,,0.00,307,2024-08-06T17:23:26.723638Z,0.0,0.0,0.0,3,Ebiowei,211,0.0,0.0,0.00,0.0,0,572,0,0,0,0.0,0,0,False,236,0,0.0,0.0,False,0,0.0,0.0,0,u,602,0,0,0,0,,683,246,,595,392,0.0,0.0,248,0.00,455,550,,0,0,0,0.0,0.0,0.00,591,0,0.0,0,0.0,241,597
